_id,DATE,INSTITUTION,FULL_FARE,STUDENT,TEACHER,SIXTY_YEARS_OLD,TICKET,CHILD,PERSONNEL,FREE
1,2021-01-01T00:00:00,Izdeniz,46,7,0,0,3,0,14,5
2,2021-01-01T00:00:00,Tramvay Konak,701,132,0,12,2,0,195,71
3,2021-01-01T00:00:00,Metro Maskematik,38,1,0,3,0,0,0,0
4,2021-01-01T00:00:00,Seferihisar Mot. Taş. Kooperat,221,24,0,5,0,0,43,30
5,2021-01-01T00:00:00,İzban,7297,1206,5,110,105,0,747,857
6,2021-01-01T00:00:00,İzdeniz Maskematik,1,0,4,0,0,0,0,0
7,2021-01-01T00:00:00,Izulas,6,0,0,1,0,0,0,0
8,2021-01-01T00:00:00,Metro,4992,1014,0,112,50,0,598,568
9,2021-01-01T00:00:00,Tramvay Karşıyaka,146,28,0,4,0,0,25,9
10,2021-01-01T00:00:00,Eshot,20972,3159,6,466,65,0,3962,2319
11,2021-01-02T00:00:00,Tramvay Karşıyaka,189,37,0,2,0,0,25,9
12,2021-01-02T00:00:00,Tramvay Konak,1019,165,2,17,5,0,236,62
13,2021-01-02T00:00:00,Eshot,30506,4524,15,583,46,0,4607,2984
14,2021-01-02T00:00:00,Metro,7346,1389,6,180,56,0,628,704
15,2021-01-02T00:00:00,İzdeniz Maskematik,1,0,0,0,0,0,0,0
16,2021-01-02T00:00:00,Metro Maskematik,88,6,0,1,0,0,0,0
17,2021-01-02T00:00:00,Izdeniz,80,12,0,0,3,0,9,4
18,2021-01-02T00:00:00,İzban,10924,1893,12,153,96,0,805,1026
19,2021-01-02T00:00:00,Seferihisar Mot. Taş. Kooperat,313,42,0,5,1,0,42,34
20,2021-01-03T00:00:00,Metro Maskematik,69,9,2,0,0,0,0,0
21,2021-01-03T00:00:00,Izdeniz,54,10,0,0,5,0,3,12
22,2021-01-03T00:00:00,Tramvay Karşıyaka,156,33,0,2,0,0,21,9
23,2021-01-03T00:00:00,Tramvay Konak,878,138,0,14,3,0,214,78
24,2021-01-03T00:00:00,Metro,5962,1126,6,131,55,0,535,577
25,2021-01-03T00:00:00,İzdeniz Maskematik,3,0,0,0,0,0,0,0
26,2021-01-03T00:00:00,İzban,9175,1531,10,118,152,0,713,912
27,2021-01-03T00:00:00,Eshot,24584,3683,20,464,99,0,3969,2531
28,2021-01-03T00:00:00,Seferihisar Mot. Taş. Kooperat,238,33,0,4,0,0,35,27
29,2021-01-04T00:00:00,Izdeniz,14556,2998,134,437,334,0,535,821
30,2021-01-04T00:00:00,Izulas,56379,12473,331,2325,32,0,3466,7698
31,2021-01-04T00:00:00,Metro,87419,20558,597,3265,441,0,4264,6776
32,2021-01-04T00:00:00,Seferihisar Mot. Taş. Kooperat,2771,423,18,95,4,0,169,389
33,2021-01-04T00:00:00,Metro Maskematik,955,54,0,14,0,0,0,0
34,2021-01-04T00:00:00,Tramvay Karşıyaka,5777,1426,83,252,29,0,167,355
35,2021-01-04T00:00:00,İzdeniz Maskematik,140,14,3,6,0,0,0,0
36,2021-01-04T00:00:00,BİSİM,8,2,2,0,0,0,0,0
37,2021-01-04T00:00:00,İzmir BB - Atik Yönetimi DB,401,104,8,6,0,0,0,78
38,2021-01-04T00:00:00,NOSTALJİK TRAMVAY,17,12,0,0,0,0,0,0
39,2021-01-04T00:00:00,İzban,84944,18475,633,2130,333,0,3395,6925
40,2021-01-04T00:00:00,Tramvay Konak,19458,4809,216,794,37,0,1158,1462
41,2021-01-04T00:00:00,Eshot,225233,49507,1305,9491,293,0,15253,29890
42,2021-01-05T00:00:00,İzdeniz Maskematik,178,26,0,28,0,0,0,0
43,2021-01-05T00:00:00,Tramvay Konak,19043,4662,233,809,39,0,1085,1499
44,2021-01-05T00:00:00,İzban,77359,17319,583,2107,250,0,2987,6346
45,2021-01-05T00:00:00,Metro Maskematik,711,39,1,20,0,0,0,0
46,2021-01-05T00:00:00,Metro,84979,19870,649,3070,479,0,4038,6502
47,2021-01-05T00:00:00,Seferihisar Mot. Taş. Kooperat,2708,420,24,91,3,0,184,384
48,2021-01-05T00:00:00,Izulas,54559,12052,295,2174,37,0,3289,7744
49,2021-01-05T00:00:00,Tramvay Karşıyaka,5513,1342,72,275,20,0,149,373
50,2021-01-05T00:00:00,Eshot,216305,47904,1244,8741,216,0,14540,28327
51,2021-01-05T00:00:00,İzmir BB - Atik Yönetimi DB,376,111,5,12,0,0,0,89
52,2021-01-05T00:00:00,NOSTALJİK TRAMVAY,17,6,4,0,0,0,0,0
53,2021-01-05T00:00:00,Izdeniz,13885,2894,133,446,322,0,502,781
54,2021-01-05T00:00:00,BİSİM,2,5,0,0,0,0,0,0
55,2021-01-06T00:00:00,NOSTALJİK TRAMVAY,37,14,0,2,0,0,0,0
56,2021-01-06T00:00:00,Izulas,55174,12785,292,2220,43,0,3258,7711
57,2021-01-06T00:00:00,Tramvay Karşıyaka,7014,1606,100,468,26,0,236,520
58,2021-01-06T00:00:00,Tramvay Konak,19501,5094,201,904,43,0,1197,1460
59,2021-01-06T00:00:00,Izdeniz,14517,3029,152,533,371,0,588,859
60,2021-01-06T00:00:00,İzdeniz Maskematik,190,18,1,9,0,0,0,0
61,2021-01-06T00:00:00,Seferihisar Mot. Taş. Kooperat,2575,423,28,88,2,0,184,361
62,2021-01-06T00:00:00,Metro Maskematik,617,47,0,26,0,0,0,0
63,2021-01-06T00:00:00,BİSİM,22,7,0,0,0,0,0,0
64,2021-01-06T00:00:00,Metro,85091,20557,670,3141,426,0,4015,6536
65,2021-01-06T00:00:00,İzmir BB - Atik Yönetimi DB,413,122,7,12,0,0,0,84
66,2021-01-06T00:00:00,İzban,78432,18132,669,2138,264,0,3150,6572
67,2021-01-06T00:00:00,Eshot,219425,50016,1442,9366,278,0,14886,29066
68,2021-01-07T00:00:00,İzban,77834,17770,621,2077,248,0,3160,6523
69,2021-01-07T00:00:00,İzdeniz Maskematik,74,21,0,3,0,0,0,0
70,2021-01-07T00:00:00,NOSTALJİK TRAMVAY,34,8,1,2,0,0,0,0
71,2021-01-07T00:00:00,Tramvay Konak,19341,4742,247,855,64,0,1173,1516
72,2021-01-07T00:00:00,Izdeniz,14379,2885,158,463,319,0,499,834
73,2021-01-07T00:00:00,Metro Maskematik,516,58,3,22,0,0,0,0
74,2021-01-07T00:00:00,Tramvay Karşıyaka,5519,1328,68,261,13,0,169,386
75,2021-01-07T00:00:00,Eshot,217560,49163,1374,8735,255,0,15301,29033
76,2021-01-07T00:00:00,BİSİM,17,1,0,0,0,0,0,0
77,2021-01-07T00:00:00,İzmir BB - Atik Yönetimi DB,424,111,13,6,0,0,0,108
78,2021-01-07T00:00:00,Seferihisar Mot. Taş. Kooperat,2568,408,21,79,1,0,198,386
79,2021-01-07T00:00:00,Metro,85206,20245,717,3165,424,0,4115,6540
80,2021-01-07T00:00:00,Izulas,54126,12308,284,2078,38,0,3340,7353
81,2021-01-08T00:00:00,Tramvay Karşıyaka,6032,1606,80,291,25,0,189,381
82,2021-01-08T00:00:00,Metro,87436,21384,784,3187,411,0,4010,6689
83,2021-01-08T00:00:00,NOSTALJİK TRAMVAY,49,9,5,0,0,0,0,0
84,2021-01-08T00:00:00,Izdeniz,16481,3671,188,527,382,0,620,969
85,2021-01-08T00:00:00,Seferihisar Mot. Taş. Kooperat,2872,401,25,106,0,0,186,451
86,2021-01-08T00:00:00,İzmir BB - Atik Yönetimi DB,475,183,16,5,0,0,0,89
87,2021-01-08T00:00:00,İzdeniz Maskematik,114,12,0,10,0,0,0,0
88,2021-01-08T00:00:00,Izulas,56584,13157,339,2178,29,0,3281,8126
89,2021-01-08T00:00:00,BİSİM,10,2,0,0,0,0,0,0
90,2021-01-08T00:00:00,Tramvay Konak,20299,5515,243,885,33,0,1091,1551
91,2021-01-08T00:00:00,Eshot,225189,52370,1467,9142,257,1,14710,30295
92,2021-01-08T00:00:00,Metro Maskematik,526,40,1,21,0,0,0,0
93,2021-01-08T00:00:00,İzban,82732,19083,742,2206,361,0,3091,6797
94,2021-01-09T00:00:00,Izdeniz,85,19,2,0,0,0,10,5
95,2021-01-09T00:00:00,Tramvay Konak,1245,251,5,25,0,0,245,92
96,2021-01-09T00:00:00,Metro,10605,2011,12,174,79,0,724,828
97,2021-01-09T00:00:00,İzban,16957,2915,35,272,119,0,1194,1476
98,2021-01-09T00:00:00,Metro Maskematik,254,11,0,7,0,0,0,0
99,2021-01-09T00:00:00,Tramvay Karşıyaka,213,47,0,5,0,0,16,13
100,2021-01-09T00:00:00,İzdeniz Maskematik,4,2,0,0,0,0,0,0
101,2021-01-09T00:00:00,Eshot,41820,6155,21,681,99,0,5218,3672
102,2021-01-09T00:00:00,Izulas,26,4,0,1,0,0,0,4
103,2021-01-09T00:00:00,Seferihisar Mot. Taş. Kooperat,372,42,0,7,0,0,43,32
104,2021-01-09T00:00:00,İzmir BB - Atik Yönetimi DB,12,0,0,0,0,0,0,1
105,2021-01-10T00:00:00,Tramvay Karşıyaka,167,32,0,3,0,0,16,10
106,2021-01-10T00:00:00,Seferihisar Mot. Taş. Kooperat,255,38,0,5,0,0,32,45
107,2021-01-10T00:00:00,Izdeniz,103,18,1,2,1,0,5,6
108,2021-01-10T00:00:00,Tramvay Konak,713,142,1,15,0,0,184,63
109,2021-01-10T00:00:00,Eshot,26259,3850,16,525,62,0,3649,2704
110,2021-01-10T00:00:00,İzmir BB - Atik Yönetimi DB,5,0,0,0,0,0,0,0
111,2021-01-10T00:00:00,İzban,9266,1575,15,126,133,0,680,1003
112,2021-01-10T00:00:00,Metro Maskematik,197,8,0,0,0,0,0,0
113,2021-01-10T00:00:00,Metro,6049,1143,7,122,40,0,538,627
114,2021-01-11T00:00:00,İzmir BB - Atik Yönetimi DB,346,96,1,5,0,0,0,90
115,2021-01-11T00:00:00,Tramvay Karşıyaka,5831,1471,72,299,16,0,158,396
116,2021-01-11T00:00:00,Eshot,224967,51897,1460,9472,260,0,15595,30573
117,2021-01-11T00:00:00,NOSTALJİK TRAMVAY,27,10,0,1,0,0,0,0
118,2021-01-11T00:00:00,Izulas,57561,13234,299,2341,34,0,3491,8176
119,2021-01-11T00:00:00,Metro Maskematik,583,37,3,23,0,0,0,0
120,2021-01-11T00:00:00,Tramvay Konak,20421,5290,265,897,41,0,1224,1694
121,2021-01-11T00:00:00,İzban,86160,19315,667,2316,372,0,3308,7302
122,2021-01-11T00:00:00,BİSİM,5,3,0,0,0,0,0,0
123,2021-01-11T00:00:00,Izdeniz,15127,3219,139,487,262,0,556,907
124,2021-01-11T00:00:00,Metro,92022,21805,734,3282,478,0,4236,7268
125,2021-01-11T00:00:00,İzdeniz Maskematik,87,9,7,4,0,0,0,0
126,2021-01-11T00:00:00,Seferihisar Mot. Taş. Kooperat,2724,406,30,78,1,0,189,406
127,2021-01-12T00:00:00,İzban,79793,17875,665,2191,266,0,3282,7103
128,2021-01-12T00:00:00,NOSTALJİK TRAMVAY,24,10,1,0,0,0,0,0
129,2021-01-12T00:00:00,Eshot,213524,49698,1256,8565,144,0,15072,28304
130,2021-01-12T00:00:00,Izulas,54538,12487,254,2120,31,0,3314,7592
131,2021-01-12T00:00:00,Tramvay Karşıyaka,5286,1366,72,228,17,0,209,351
132,2021-01-12T00:00:00,Metro,87072,20712,727,3267,470,0,4154,6873
133,2021-01-12T00:00:00,İzdeniz Maskematik,55,21,1,4,0,0,0,0
134,2021-01-12T00:00:00,Metro Maskematik,526,38,5,17,0,0,0,0
135,2021-01-12T00:00:00,Seferihisar Mot. Taş. Kooperat,2382,352,31,80,4,0,164,375
136,2021-01-12T00:00:00,Tramvay Konak,19278,4879,249,794,31,0,1174,1664
137,2021-01-12T00:00:00,İzmir BB - Atik Yönetimi DB,325,85,0,5,0,0,0,98
138,2021-01-12T00:00:00,Izdeniz,13833,2929,141,501,320,0,556,858
139,2021-01-12T00:00:00,BİSİM,3,4,0,0,0,0,0,0
140,2021-01-13T00:00:00,Metro,83301,20329,662,2913,474,0,3996,6742
141,2021-01-13T00:00:00,Izulas,53112,12328,304,2050,26,0,3265,7496
142,2021-01-13T00:00:00,İzdeniz Maskematik,60,14,0,1,0,0,0,0
143,2021-01-13T00:00:00,Seferihisar Mot. Taş. Kooperat,2468,404,19,71,0,0,173,363
144,2021-01-13T00:00:00,Izdeniz,14943,3108,175,464,277,0,531,915
145,2021-01-13T00:00:00,NOSTALJİK TRAMVAY,19,3,1,2,0,0,0,0
146,2021-01-13T00:00:00,İzban,78120,17664,627,1907,284,0,3122,6850
147,2021-01-13T00:00:00,İzmir BB - Atik Yönetimi DB,309,95,3,6,0,0,0,75
148,2021-01-13T00:00:00,Tramvay Konak,18838,4959,209,763,43,0,1137,1567
149,2021-01-13T00:00:00,Tramvay Karşıyaka,6655,1571,104,317,15,0,182,529
150,2021-01-13T00:00:00,Eshot,211601,49632,1294,8381,216,0,14888,28423
151,2021-01-13T00:00:00,BİSİM,9,2,0,0,0,0,0,0
152,2021-01-13T00:00:00,Metro Maskematik,421,43,6,20,0,0,0,0
153,2021-01-14T00:00:00,Metro,87247,20992,713,3151,455,0,4128,7001
154,2021-01-14T00:00:00,NOSTALJİK TRAMVAY,21,1,0,0,0,0,0,0
155,2021-01-14T00:00:00,Izulas,53008,12359,265,1938,27,0,3276,7421
156,2021-01-14T00:00:00,Tramvay Konak,19070,4871,209,782,31,0,1150,1577
157,2021-01-14T00:00:00,İzmir BB - Atik Yönetimi DB,413,132,9,9,0,0,0,107
158,2021-01-14T00:00:00,İzban,78431,17622,632,2059,259,0,3147,7090
159,2021-01-14T00:00:00,Metro Maskematik,381,27,1,17,0,0,0,0
160,2021-01-14T00:00:00,Eshot,211379,49869,1310,8351,166,0,15256,28424
161,2021-01-14T00:00:00,Tramvay Karşıyaka,5526,1274,83,263,6,0,182,367
162,2021-01-14T00:00:00,Seferihisar Mot. Taş. Kooperat,2470,393,27,69,1,0,188,361
163,2021-01-14T00:00:00,İzdeniz Maskematik,109,21,1,2,0,0,0,0
164,2021-01-14T00:00:00,Izdeniz,13982,2918,153,458,309,0,606,859
165,2021-01-15T00:00:00,Metro Maskematik,414,39,0,20,0,0,0,0
166,2021-01-15T00:00:00,Eshot,216937,52132,1506,8551,182,0,15146,29754
167,2021-01-15T00:00:00,Izulas,54724,12921,355,2077,15,0,3377,7748
168,2021-01-15T00:00:00,Izdeniz,14078,3099,180,503,290,0,540,814
169,2021-01-15T00:00:00,BİSİM,21,5,0,0,0,0,0,0
170,2021-01-15T00:00:00,Tramvay Karşıyaka,5656,1499,91,305,9,0,190,358
171,2021-01-15T00:00:00,İzmir BB - Atik Yönetimi DB,414,124,4,9,0,0,0,104
172,2021-01-15T00:00:00,Metro,85928,21119,774,2990,380,0,3953,6997
173,2021-01-15T00:00:00,Seferihisar Mot. Taş. Kooperat,2810,451,33,94,1,0,177,389
174,2021-01-15T00:00:00,İzdeniz Maskematik,90,8,1,2,0,0,0,0
175,2021-01-15T00:00:00,Tramvay Konak,18519,5112,255,790,16,0,1172,1440
176,2021-01-15T00:00:00,NOSTALJİK TRAMVAY,11,6,0,0,0,0,0,0
177,2021-01-15T00:00:00,İzban,81917,19021,741,2063,288,0,3163,7152
178,2021-01-16T00:00:00,Tramvay Karşıyaka,171,42,0,4,0,0,38,10
179,2021-01-16T00:00:00,İzban,15182,2452,17,216,94,0,1005,1236
180,2021-01-16T00:00:00,Metro Maskematik,118,4,0,1,0,0,0,0
181,2021-01-16T00:00:00,İzmir BB - Atik Yönetimi DB,7,0,0,0,0,0,0,1
182,2021-01-16T00:00:00,Izulas,17,5,0,1,0,0,0,2
183,2021-01-16T00:00:00,Metro,12688,2632,27,256,67,0,836,983
184,2021-01-16T00:00:00,Izdeniz,111,28,0,1,0,0,7,4
185,2021-01-16T00:00:00,İzdeniz Maskematik,1,0,0,0,0,0,0,0
186,2021-01-16T00:00:00,Seferihisar Mot. Taş. Kooperat,330,41,0,6,1,0,59,32
187,2021-01-16T00:00:00,Eshot,40560,5949,19,715,44,0,5266,3672
188,2021-01-16T00:00:00,Tramvay Konak,1136,218,1,24,0,0,254,89
189,2021-01-17T00:00:00,İzban,9243,1593,16,155,105,0,657,1004
190,2021-01-17T00:00:00,İzmir BB - Atik Yönetimi DB,5,1,0,0,0,0,0,0
191,2021-01-17T00:00:00,Tramvay Karşıyaka,147,40,0,3,0,0,29,18
192,2021-01-17T00:00:00,Metro,6287,1245,3,132,28,0,516,591
193,2021-01-17T00:00:00,Seferihisar Mot. Taş. Kooperat,251,30,0,4,0,0,30,38
194,2021-01-17T00:00:00,Eshot,25362,4008,10,500,33,0,3511,2828
195,2021-01-17T00:00:00,Tramvay Konak,653,121,1,11,2,0,139,73
196,2021-01-17T00:00:00,İzdeniz Maskematik,2,0,0,0,0,0,0,0
197,2021-01-17T00:00:00,Izdeniz,58,12,0,0,6,0,1,3
198,2021-01-17T00:00:00,Metro Maskematik,89,5,0,0,0,0,0,0
199,2021-01-18T00:00:00,Tramvay Konak,19430,4805,218,841,21,0,1169,1645
200,2021-01-18T00:00:00,Metro Maskematik,431,49,4,20,0,0,0,0
201,2021-01-18T00:00:00,BİSİM,10,4,1,0,0,0,0,0
202,2021-01-18T00:00:00,İzmir BB - Atik Yönetimi DB,375,113,2,3,0,0,0,100
203,2021-01-18T00:00:00,Metro,90315,21312,724,3288,434,0,4366,7449
204,2021-01-18T00:00:00,İzban,84723,18857,719,2176,404,0,3411,7590
205,2021-01-18T00:00:00,NOSTALJİK TRAMVAY,14,5,0,1,0,0,0,0
206,2021-01-18T00:00:00,İzdeniz Maskematik,65,18,0,7,0,0,0,0
207,2021-01-18T00:00:00,Tramvay Karşıyaka,5489,1412,67,261,12,0,208,381
208,2021-01-18T00:00:00,Eshot,225548,51691,1367,9498,222,0,16116,32056
209,2021-01-18T00:00:00,Izulas,57025,13286,339,2328,25,0,3497,8561
210,2021-01-18T00:00:00,Seferihisar Mot. Taş. Kooperat,2676,424,27,81,2,0,184,430
211,2021-01-18T00:00:00,Izdeniz,14000,2954,134,465,255,0,575,883
212,2021-01-19T00:00:00,Izdeniz,13801,2754,142,423,337,0,544,789
213,2021-01-19T00:00:00,Tramvay Karşıyaka,5066,1248,75,253,9,0,190,273
214,2021-01-19T00:00:00,İzmir BB - Atik Yönetimi DB,353,85,6,10,0,0,0,107
215,2021-01-19T00:00:00,Seferihisar Mot. Taş. Kooperat,2523,423,30,90,0,0,189,369
216,2021-01-19T00:00:00,Eshot,213808,50151,1443,8426,140,0,15891,29820
217,2021-01-19T00:00:00,BİSİM,6,1,0,0,0,0,0,0
218,2021-01-19T00:00:00,İzban,76759,17477,702,1889,264,0,3213,6945
219,2021-01-19T00:00:00,Metro Maskematik,363,23,3,19,0,0,0,0
220,2021-01-19T00:00:00,NOSTALJİK TRAMVAY,4,10,1,2,0,0,0,0
221,2021-01-19T00:00:00,Tramvay Konak,18469,4817,233,757,21,0,1231,1549
222,2021-01-19T00:00:00,İzdeniz Maskematik,79,12,1,7,0,0,0,0
223,2021-01-19T00:00:00,Metro,84125,20392,823,3055,454,0,4093,6894
224,2021-01-19T00:00:00,Izulas,53677,12496,299,2132,15,0,3490,7716
225,2021-01-20T00:00:00,Seferihisar Mot. Taş. Kooperat,2451,358,25,71,1,0,184,404
226,2021-01-20T00:00:00,Metro,83358,20533,683,2990,352,0,4020,6881
227,2021-01-20T00:00:00,NOSTALJİK TRAMVAY,24,4,1,0,0,0,0,0
228,2021-01-20T00:00:00,Tramvay Karşıyaka,6795,1777,101,339,13,0,254,547
229,2021-01-20T00:00:00,Eshot,217232,52443,1412,8951,157,0,16228,30591
230,2021-01-20T00:00:00,İzdeniz Maskematik,92,18,0,5,0,0,0,0
231,2021-01-20T00:00:00,BİSİM,3,0,2,0,0,0,0,0
232,2021-01-20T00:00:00,İzmir BB - Atik Yönetimi DB,339,93,2,18,0,0,0,103
233,2021-01-20T00:00:00,Tramvay Konak,19032,5052,257,780,32,0,1258,1619
234,2021-01-20T00:00:00,Metro Maskematik,230,48,3,26,0,0,0,0
235,2021-01-20T00:00:00,Izulas,54462,13044,327,2120,12,0,3514,8033
236,2021-01-20T00:00:00,Izdeniz,14561,3182,142,515,354,0,566,941
237,2021-01-20T00:00:00,İzban,78326,18388,719,2013,280,0,3271,7205
238,2021-01-21T00:00:00,Metro,93385,22664,794,3381,458,0,4646,7498
239,2021-01-21T00:00:00,Tramvay Karşıyaka,5416,1423,73,263,8,0,144,340
240,2021-01-21T00:00:00,Izulas,53805,12618,283,2051,23,0,3396,7733
241,2021-01-21T00:00:00,İzdeniz Maskematik,41,7,0,4,0,0,0,0
242,2021-01-21T00:00:00,İzmir BB - Atik Yönetimi DB,376,116,7,17,0,0,0,126
243,2021-01-21T00:00:00,Eshot,215707,51385,1438,8482,161,0,16146,30000
244,2021-01-21T00:00:00,BİSİM,7,3,0,0,0,0,0,0
245,2021-01-21T00:00:00,Seferihisar Mot. Taş. Kooperat,2420,387,28,71,2,0,189,370
246,2021-01-21T00:00:00,Tramvay Konak,18612,4945,210,807,26,0,1187,1592
247,2021-01-21T00:00:00,NOSTALJİK TRAMVAY,17,0,4,0,0,0,0,0
248,2021-01-21T00:00:00,Metro Maskematik,372,28,2,20,0,0,0,0
249,2021-01-21T00:00:00,İzban,83479,19132,767,2209,326,0,3562,7616
250,2021-01-21T00:00:00,Izdeniz,14203,3133,164,449,357,0,524,843
251,2021-01-22T00:00:00,Tramvay Karşıyaka,6405,1646,69,307,14,0,224,412
252,2021-01-22T00:00:00,İzdeniz Maskematik,50,10,3,7,0,0,0,0
253,2021-01-22T00:00:00,Seferihisar Mot. Taş. Kooperat,2747,404,31,113,0,0,184,437
254,2021-01-22T00:00:00,Tramvay Konak,18947,5060,250,789,15,0,1096,1617
255,2021-01-22T00:00:00,NOSTALJİK TRAMVAY,14,5,0,0,0,0,0,0
256,2021-01-22T00:00:00,Eshot,220270,53029,1535,8997,215,0,15503,30974
257,2021-01-22T00:00:00,İzban,83025,19458,780,2128,371,0,3288,7168
258,2021-01-22T00:00:00,İzmir BB - Atik Yönetimi DB,417,88,5,12,0,0,0,102
259,2021-01-22T00:00:00,BİSİM,4,1,0,0,0,0,0,0
260,2021-01-22T00:00:00,Metro,88981,22224,765,3242,363,0,4169,7109
261,2021-01-22T00:00:00,Metro Maskematik,310,32,4,13,0,0,0,0
262,2021-01-22T00:00:00,Izulas,55878,13435,315,2248,18,1,3371,8175
263,2021-01-22T00:00:00,Izdeniz,13835,3058,161,447,254,0,553,834
264,2021-01-23T00:00:00,İzdeniz Maskematik,1,3,0,0,0,0,0,0
265,2021-01-23T00:00:00,Metro Maskematik,86,2,0,2,0,0,0,0
266,2021-01-23T00:00:00,İzmir BB - Atik Yönetimi DB,17,1,0,0,0,0,0,3
267,2021-01-23T00:00:00,Tramvay Konak,1186,256,1,28,0,0,267,112
268,2021-01-23T00:00:00,Metro,11691,2301,35,212,78,0,844,912
269,2021-01-23T00:00:00,Eshot,43449,6517,43,748,61,0,6108,4155
270,2021-01-23T00:00:00,Seferihisar Mot. Taş. Kooperat,342,44,0,2,0,0,53,43
271,2021-01-23T00:00:00,Izulas,24,3,0,1,0,0,2,3
272,2021-01-23T00:00:00,İzban,16686,2795,51,241,142,0,1161,1357
273,2021-01-23T00:00:00,Izdeniz,89,21,1,1,0,0,2,2
274,2021-01-23T00:00:00,Tramvay Karşıyaka,196,47,1,3,0,0,16,12
275,2021-01-24T00:00:00,Metro Maskematik,73,8,0,0,0,0,0,0
276,2021-01-24T00:00:00,Izdeniz,43,10,0,1,0,0,3,4
277,2021-01-24T00:00:00,İzban,9718,1542,30,158,94,0,684,993
278,2021-01-24T00:00:00,Metro,6841,1332,10,129,53,0,492,605
279,2021-01-24T00:00:00,Tramvay Konak,668,128,2,14,0,0,154,80
280,2021-01-24T00:00:00,Tramvay Karşıyaka,150,38,0,1,0,0,9,11
281,2021-01-24T00:00:00,İzmir BB - Atik Yönetimi DB,9,0,0,0,0,0,0,4
282,2021-01-24T00:00:00,Eshot,26780,4149,34,516,55,0,3653,2892
283,2021-01-24T00:00:00,Seferihisar Mot. Taş. Kooperat,256,39,1,6,0,0,22,35
284,2021-01-25T00:00:00,Tramvay Konak,18618,5099,247,766,21,0,1180,1486
285,2021-01-25T00:00:00,Izdeniz,12719,2696,156,350,255,0,506,691
286,2021-01-25T00:00:00,Metro Maskematik,349,53,6,29,0,0,0,0
287,2021-01-25T00:00:00,NOSTALJİK TRAMVAY,10,0,0,2,0,0,0,0
288,2021-01-25T00:00:00,Izulas,56131,13783,303,2362,20,0,3542,8092
289,2021-01-25T00:00:00,Eshot,219424,54028,1244,8967,173,0,16012,30423
290,2021-01-25T00:00:00,İzmir BB - Atik Yönetimi DB,243,66,5,9,0,0,0,90
291,2021-01-25T00:00:00,Metro,88741,22303,731,2998,394,0,4309,7082
292,2021-01-25T00:00:00,İzban,82688,20271,747,1984,324,0,3320,7231
293,2021-01-25T00:00:00,İzdeniz Maskematik,51,11,3,4,0,0,0,0
294,2021-01-25T00:00:00,Tramvay Karşıyaka,5341,1529,87,253,4,0,149,342
295,2021-01-25T00:00:00,Seferihisar Mot. Taş. Kooperat,2596,460,10,82,0,0,181,393
296,2021-01-26T00:00:00,Seferihisar Mot. Taş. Kooperat,2652,496,22,73,1,0,217,441
297,2021-01-26T00:00:00,Metro,93292,23734,803,3395,533,0,4465,7553
298,2021-01-26T00:00:00,İzmir BB - Atik Yönetimi DB,346,119,7,13,0,0,0,116
299,2021-01-26T00:00:00,Metro Maskematik,370,28,2,21,0,0,0,0
300,2021-01-26T00:00:00,İzdeniz Maskematik,71,30,0,9,0,0,0,0
301,2021-01-26T00:00:00,NOSTALJİK TRAMVAY,30,7,0,0,0,0,0,0
302,2021-01-26T00:00:00,İzban,84078,20970,737,2180,288,0,3265,7716
303,2021-01-26T00:00:00,Izulas,57650,14689,285,2338,27,0,3511,8709
304,2021-01-26T00:00:00,BİSİM,3,4,0,0,0,0,0,0
305,2021-01-26T00:00:00,Tramvay Konak,20362,5876,242,832,28,0,1223,1721
306,2021-01-26T00:00:00,Eshot,227728,58361,1335,9479,184,0,16359,32473
307,2021-01-26T00:00:00,Izdeniz,15107,3254,171,498,449,0,605,877
308,2021-01-26T00:00:00,Tramvay Karşıyaka,5897,1733,95,304,7,0,161,369
309,2021-01-27T00:00:00,Seferihisar Mot. Taş. Kooperat,2320,434,9,61,0,0,205,342
310,2021-01-27T00:00:00,Tramvay Karşıyaka,6163,1629,88,311,3,0,175,430
311,2021-01-27T00:00:00,İzmir BB - Atik Yönetimi DB,218,51,3,13,0,0,0,82
312,2021-01-27T00:00:00,İzban,78028,19904,599,1828,309,0,3340,6922
313,2021-01-27T00:00:00,Tramvay Konak,17874,5185,218,717,18,0,1096,1515
314,2021-01-27T00:00:00,Metro,82551,21684,597,2766,359,0,4199,6569
315,2021-01-27T00:00:00,Izulas,53203,13716,220,2013,19,0,3233,7447
316,2021-01-27T00:00:00,Metro Maskematik,285,29,0,11,0,0,0,0
317,2021-01-27T00:00:00,NOSTALJİK TRAMVAY,9,1,0,0,0,0,0,0
318,2021-01-27T00:00:00,Eshot,208909,54455,1112,8237,160,0,15367,28430
319,2021-01-27T00:00:00,BİSİM,2,2,0,0,0,0,0,0
320,2021-01-27T00:00:00,Izdeniz,11932,2566,87,367,232,0,472,691
321,2021-01-27T00:00:00,İzdeniz Maskematik,61,11,0,1,0,0,0,0
322,2021-01-28T00:00:00,Eshot,217849,57865,1231,8549,177,0,15571,29422
323,2021-01-28T00:00:00,Izdeniz,13343,2907,153,459,303,0,527,787
324,2021-01-28T00:00:00,Tramvay Konak,19172,5788,220,792,31,0,1127,1610
325,2021-01-28T00:00:00,İzmir BB - Atik Yönetimi DB,290,86,7,21,0,0,0,109
