_id,DATE,INSTITUTION,FULL_FARE,STUDENT,TEACHER,SIXTY_YEARS_OLD,TICKET,CHILD,PERSONNEL,FREE
4119,2021-11-01T00:00:00,NOSTALJİK TRAMVAY,29,5,1,2,0,0,0,0
4120,2021-11-01T00:00:00,Izdeniz,21779,7649,316,712,492,0,927,3925
4121,2021-11-02T00:00:00,İzban,115469,65679,2260,3304,283,10,4887,25105
4122,2021-11-02T00:00:00,Izdeniz,20500,6833,344,707,407,4,904,4009
4123,2021-11-02T00:00:00,İzmir Doğal Yaşam Parkı,23,1,0,0,0,0,0,0
4124,2021-11-02T00:00:00,BİSİM,6,5,0,0,0,0,0,0
4125,2021-11-02T00:00:00,Eshot,316021,264684,5543,13261,185,152,20438,125533
4126,2021-11-02T00:00:00,İzmir BB - Atik Yönetimi DB,670,444,6,17,0,0,0,570
4127,2021-11-02T00:00:00,Tramvay Konak,30113,19316,718,1291,51,7,1518,8384
4128,2021-11-02T00:00:00,NOSTALJİK TRAMVAY,19,5,0,0,2,0,0,0
4129,2021-11-02T00:00:00,Izulas,71289,55703,1152,2940,20,41,4277,30322
4130,2021-11-02T00:00:00,İBB Sebze ve Meyve Hali,136,0,0,0,0,0,0,0
4131,2021-11-02T00:00:00,İzdeniz Maskematik,27,3,0,1,0,0,0,0
4132,2021-11-02T00:00:00,Metro,124968,93130,2298,4491,432,20,6684,26913
4133,2021-11-02T00:00:00,Tramvay Karşıyaka,9701,4960,169,467,22,0,243,3717
4134,2021-11-02T00:00:00,Metro Maskematik,275,65,2,7,0,0,0,0
4135,2021-11-02T00:00:00,Seferihisar Mot. Taş. Kooperat,4381,2554,115,194,4,0,245,2408
4136,2021-11-02T00:00:00,Teleferik,35,20,0,0,0,0,0,0
4137,2021-11-03T00:00:00,İzmir Doğal Yaşam Parkı,13,11,0,1,0,0,0,2
4138,2021-11-03T00:00:00,Metro,136659,101571,2382,4727,487,25,7089,28622
4139,2021-11-03T00:00:00,BİSİM,5,10,0,0,0,0,0,0
4140,2021-11-03T00:00:00,Metro Maskematik,225,56,0,18,0,0,0,0
4141,2021-11-03T00:00:00,Izdeniz,24934,9485,364,900,517,0,970,4668
4142,2021-11-03T00:00:00,İzmir BB - Atik Yönetimi DB,1050,861,7,29,0,0,0,702
4143,2021-11-03T00:00:00,Izulas,70893,56079,1102,2982,15,48,4175,30560
4144,2021-11-03T00:00:00,İzdeniz Maskematik,44,12,0,1,0,0,0,0
4145,2021-11-03T00:00:00,Tramvay Karşıyaka,15353,7108,278,912,35,0,360,7079
4146,2021-11-03T00:00:00,İzban,122662,70022,2400,3347,292,17,5211,25823
4147,2021-11-03T00:00:00,İBB Sebze ve Meyve Hali,106,0,0,0,0,0,0,0
4148,2021-11-03T00:00:00,Eshot,324955,269399,5569,13878,198,177,20677,133073
4149,2021-11-03T00:00:00,Teleferik,42,13,0,0,0,0,0,0
4150,2021-11-03T00:00:00,Tramvay Konak,31631,21268,792,1392,49,12,1626,9097
4151,2021-11-03T00:00:00,Seferihisar Mot. Taş. Kooperat,4100,2410,107,164,1,0,262,2281
4152,2021-11-03T00:00:00,NOSTALJİK TRAMVAY,15,10,0,1,1,0,0,0
4153,2021-11-04T00:00:00,İzdeniz Maskematik,63,8,1,0,0,0,0,0
4154,2021-11-04T00:00:00,Teleferik,56,30,1,1,0,0,0,0
4155,2021-11-04T00:00:00,Tramvay Karşıyaka,11254,5630,232,563,30,1,259,4760
4156,2021-11-04T00:00:00,Seferihisar Mot. Taş. Kooperat,4337,2385,103,193,2,1,299,2366
4157,2021-11-04T00:00:00,Eshot,323476,269222,5681,13651,206,165,20466,132110
4158,2021-11-04T00:00:00,İzmir Doğal Yaşam Parkı,25,12,0,1,0,0,0,1
4159,2021-11-04T00:00:00,İzban,120627,69206,2293,3517,402,8,5000,27511
4160,2021-11-04T00:00:00,Izdeniz,24128,8502,362,902,612,2,934,4747
4161,2021-11-04T00:00:00,Tramvay Konak,32174,21721,705,1326,58,14,1577,9133
4162,2021-11-04T00:00:00,BİSİM,15,12,1,0,0,0,0,0
4163,2021-11-04T00:00:00,Metro,128066,96185,2297,4626,349,30,6716,28843
4164,2021-11-04T00:00:00,İzmir BB - Atik Yönetimi DB,927,695,8,24,0,0,0,658
4165,2021-11-04T00:00:00,NOSTALJİK TRAMVAY,25,9,1,2,0,0,0,0
4166,2021-11-04T00:00:00,Metro Maskematik,221,71,2,8,0,0,0,0
4167,2021-11-04T00:00:00,İBB Sebze ve Meyve Hali,121,1,0,0,0,0,0,0
4168,2021-11-04T00:00:00,Izulas,71794,56180,1152,2985,24,36,4069,29809
4169,2021-11-05T00:00:00,Metro,139513,102387,2558,5007,509,15,7283,30466
4170,2021-11-05T00:00:00,BİSİM,10,27,0,0,0,0,0,0
4171,2021-11-05T00:00:00,İzmir BB - Atik Yönetimi DB,1095,909,8,18,0,0,0,665
4172,2021-11-05T00:00:00,İBB Sebze ve Meyve Hali,155,0,0,0,0,0,0,0
4173,2021-11-05T00:00:00,NOSTALJİK TRAMVAY,26,29,2,0,0,0,0,0
4174,2021-11-05T00:00:00,İzban,122428,71972,2409,3321,431,6,4817,25377
4175,2021-11-05T00:00:00,Izulas,71589,56674,1095,2956,22,44,3984,30160
4176,2021-11-05T00:00:00,Izdeniz,25335,10170,421,960,674,2,902,5071
4177,2021-11-05T00:00:00,Eshot,326026,265279,5591,13858,178,250,20049,131143
4178,2021-11-05T00:00:00,Teleferik,65,30,0,1,0,0,0,0
4179,2021-11-05T00:00:00,Tramvay Karşıyaka,12001,7146,236,651,34,0,290,5248
4180,2021-11-05T00:00:00,Metro Maskematik,189,73,1,0,0,0,0,0
4181,2021-11-05T00:00:00,Seferihisar Mot. Taş. Kooperat,4726,2435,114,206,3,0,278,2642
4182,2021-11-05T00:00:00,Tramvay Konak,32720,23493,722,1346,64,13,1583,8689
4183,2021-11-05T00:00:00,İzdeniz Maskematik,52,10,0,1,0,0,0,0
4184,2021-11-05T00:00:00,İzmir Doğal Yaşam Parkı,62,16,1,0,0,0,0,2
4185,2021-11-06T00:00:00,BİSİM,19,14,0,0,0,0,0,0
4186,2021-11-06T00:00:00,Izulas,72946,40250,552,2642,48,31,3598,26450
4187,2021-11-06T00:00:00,İBB Sebze ve Meyve Hali,193,1,0,0,0,0,0,0
4188,2021-11-06T00:00:00,Metro,105629,61992,1407,3392,663,18,3140,19869
4189,2021-11-06T00:00:00,Eshot,261439,144081,2336,10099,266,137,14041,95349
4190,2021-11-06T00:00:00,NOSTALJİK TRAMVAY,130,78,1,2,0,0,0,0
4191,2021-11-06T00:00:00,İzdeniz Maskematik,97,26,0,0,0,0,0,0
4192,2021-11-06T00:00:00,İzban,107023,52631,1403,2597,389,18,3144,20225
4193,2021-11-06T00:00:00,Tramvay Karşıyaka,13509,8102,314,587,43,0,276,4646
4194,2021-11-06T00:00:00,Metro Maskematik,185,54,2,6,0,0,0,0
4195,2021-11-06T00:00:00,Teleferik,166,93,3,0,0,0,0,0
4196,2021-11-06T00:00:00,İzmir Doğal Yaşam Parkı,307,103,19,6,0,0,0,11
4197,2021-11-06T00:00:00,Seferihisar Mot. Taş. Kooperat,3806,1902,59,167,4,0,208,1768
4198,2021-11-06T00:00:00,Tramvay Konak,29292,19419,506,986,137,7,960,6625
4199,2021-11-06T00:00:00,İzmir BB - Atik Yönetimi DB,1785,1047,31,19,0,0,0,687
4200,2021-11-06T00:00:00,Izdeniz,26443,12074,529,731,1336,0,406,4523
4201,2021-11-07T00:00:00,Tramvay Karşıyaka,9822,5692,143,401,52,0,209,3092
4202,2021-11-07T00:00:00,Metro,68460,45510,696,1803,501,5,2100,12342
4203,2021-11-07T00:00:00,Teleferik,228,115,4,1,0,0,0,0
4204,2021-11-07T00:00:00,İBB Sebze ve Meyve Hali,9,0,0,0,0,0,0,0
4205,2021-11-07T00:00:00,İzmir BB - Atik Yönetimi DB,1733,986,15,23,0,0,0,587
4206,2021-11-07T00:00:00,Izulas,49259,27965,280,1724,44,33,2524,20573
4207,2021-11-07T00:00:00,Izdeniz,20888,9343,225,400,1533,4,297,2969
4208,2021-11-07T00:00:00,İzmir Doğal Yaşam Parkı,623,166,9,7,0,0,0,22
4209,2021-11-07T00:00:00,Eshot,187776,106111,1378,7384,253,117,9637,79164
4210,2021-11-07T00:00:00,Seferihisar Mot. Taş. Kooperat,3294,1495,59,151,4,0,157,1611
4211,2021-11-07T00:00:00,İzban,76797,38110,815,1735,384,12,2024,14960
4212,2021-11-07T00:00:00,İzdeniz Maskematik,55,12,0,3,0,0,0,0
4213,2021-11-07T00:00:00,Tramvay Konak,20174,13612,229,515,122,9,661,4235
4214,2021-11-07T00:00:00,NOSTALJİK TRAMVAY,111,67,2,1,1,0,1,4
4215,2021-11-07T00:00:00,BİSİM,17,34,1,0,0,0,0,0
4216,2021-11-07T00:00:00,Metro Maskematik,213,47,0,4,0,0,0,0
4217,2021-11-08T00:00:00,Eshot,325815,265947,5429,13745,214,165,21095,132708
4218,2021-11-08T00:00:00,İzban,115750,66113,2142,3269,216,8,4805,24812
4219,2021-11-08T00:00:00,NOSTALJİK TRAMVAY,37,11,1,1,0,0,0,0
4220,2021-11-08T00:00:00,Tramvay Karşıyaka,10412,5594,188,570,37,0,265,4896
4221,2021-11-08T00:00:00,BİSİM,14,4,1,0,0,0,0,0
4222,2021-11-08T00:00:00,İzmir BB - Atik Yönetimi DB,1156,822,6,35,0,0,0,687
4223,2021-11-08T00:00:00,İzdeniz Maskematik,33,15,0,1,0,0,0,0
4224,2021-11-08T00:00:00,Seferihisar Mot. Taş. Kooperat,4431,2460,93,180,2,1,284,2419
4225,2021-11-08T00:00:00,İBB Sebze ve Meyve Hali,181,0,0,0,0,0,0,0
4226,2021-11-08T00:00:00,Izdeniz,23316,8175,340,807,593,0,951,4828
4227,2021-11-08T00:00:00,Tramvay Konak,31060,20009,628,1289,61,7,1558,8869
4228,2021-11-08T00:00:00,İzmir Doğal Yaşam Parkı,39,16,1,0,0,0,0,0
4229,2021-11-08T00:00:00,Metro Maskematik,209,56,2,11,0,0,0,0
4230,2021-11-08T00:00:00,Metro,124860,92051,2130,4572,369,15,6919,27386
4231,2021-11-08T00:00:00,Izulas,74394,56565,1128,3017,30,34,4361,31571
4232,2021-11-09T00:00:00,Seferihisar Mot. Taş. Kooperat,4385,2413,109,159,3,0,267,2494
4233,2021-11-09T00:00:00,İzdeniz Maskematik,26,11,1,2,0,0,0,0
4234,2021-11-09T00:00:00,Teleferik,49,25,0,0,0,0,0,0
4235,2021-11-09T00:00:00,Izdeniz,22649,8012,371,816,502,6,905,4638
4236,2021-11-09T00:00:00,BİSİM,22,20,0,0,0,0,0,0
4237,2021-11-09T00:00:00,NOSTALJİK TRAMVAY,30,10,0,0,0,0,0,0
4238,2021-11-09T00:00:00,Metro Maskematik,178,59,1,7,0,0,0,0
4239,2021-11-09T00:00:00,Metro,131418,97938,2344,4791,431,12,7087,29599
4240,2021-11-09T00:00:00,İzban,122592,68699,2320,3548,399,9,5372,27650
4241,2021-11-09T00:00:00,İBB Sebze ve Meyve Hali,142,0,0,0,0,0,0,0
4242,2021-11-09T00:00:00,İzmir BB - Atik Yönetimi DB,968,802,10,29,0,0,0,701
4243,2021-11-09T00:00:00,Tramvay Konak,31404,20504,671,1321,45,11,1531,9311
4244,2021-11-09T00:00:00,Eshot,321835,267882,5553,13525,191,148,21006,130554
4245,2021-11-09T00:00:00,Izulas,74482,57517,1168,3115,34,37,4162,31967
4246,2021-11-09T00:00:00,Tramvay Karşıyaka,10403,5547,217,490,16,1,282,4224
4247,2021-11-09T00:00:00,İzmir Doğal Yaşam Parkı,39,15,0,2,0,0,0,3
4248,2021-11-10T00:00:00,Seferihisar Mot. Taş. Kooperat,4002,2319,88,165,2,0,242,2175
4249,2021-11-10T00:00:00,İBB Sebze ve Meyve Hali,142,0,0,0,0,0,0,0
4250,2021-11-10T00:00:00,İzban,120319,69233,2303,3372,510,11,5004,25368
4251,2021-11-10T00:00:00,İzmir BB - Atik Yönetimi DB,808,555,2,34,0,0,0,551
4252,2021-11-10T00:00:00,İzdeniz Maskematik,21,4,0,1,0,0,0,0
4253,2021-11-10T00:00:00,BİSİM,14,12,0,0,0,0,0,0
4254,2021-11-10T00:00:00,Metro,139952,104600,2472,5029,484,16,7381,30438
4255,2021-11-10T00:00:00,Eshot,321549,268504,5554,13826,161,167,20871,128802
4256,2021-11-10T00:00:00,NOSTALJİK TRAMVAY,12,7,2,0,0,0,0,0
4257,2021-11-10T00:00:00,Izulas,72916,57067,1145,2973,22,47,4194,30275
4258,2021-11-10T00:00:00,İzmir Doğal Yaşam Parkı,28,16,0,0,0,0,0,1
4259,2021-11-10T00:00:00,Izdeniz,22836,8804,355,781,436,0,1004,4538
4260,2021-11-10T00:00:00,Metro Maskematik,166,62,2,4,0,0,0,0
4261,2021-11-10T00:00:00,Tramvay Konak,31044,20735,743,1270,73,11,1689,8443
4262,2021-11-10T00:00:00,Tramvay Karşıyaka,14033,7091,276,771,25,0,342,6600
4263,2021-11-11T00:00:00,İzdeniz Maskematik,46,14,0,2,0,0,0,0
4264,2021-11-11T00:00:00,Teleferik,36,28,0,0,0,0,0,0
4265,2021-11-11T00:00:00,Izulas,71927,57114,1117,2872,24,32,4095,29257
4266,2021-11-11T00:00:00,İzmir Doğal Yaşam Parkı,22,5,1,0,0,0,0,1
4267,2021-11-11T00:00:00,BİSİM,11,18,0,0,0,0,0,0
4268,2021-11-11T00:00:00,Metro,128161,96919,2351,4527,367,19,6980,28428
4269,2021-11-11T00:00:00,Izdeniz,22181,7980,347,717,386,3,880,4402
4270,2021-11-11T00:00:00,Metro Maskematik,173,63,0,7,0,0,0,0
4271,2021-11-11T00:00:00,Eshot,317207,264440,5596,13077,168,121,20716,126375
4272,2021-11-11T00:00:00,İzban,122257,69743,2405,3479,284,5,4995,26876
4273,2021-11-11T00:00:00,İBB Sebze ve Meyve Hali,353,1,0,0,0,0,0,0
4274,2021-11-11T00:00:00,Tramvay Konak,30797,20773,688,1176,45,8,1546,8431
4275,2021-11-11T00:00:00,Tramvay Karşıyaka,10636,5729,194,454,24,0,308,4172
4276,2021-11-11T00:00:00,NOSTALJİK TRAMVAY,14,10,0,0,2,0,0,0
4277,2021-11-11T00:00:00,Seferihisar Mot. Taş. Kooperat,3727,2155,111,157,3,0,237,1919
4278,2021-11-11T00:00:00,İzmir BB - Atik Yönetimi DB,743,602,8,27,0,0,0,657
4279,2021-11-12T00:00:00,Teleferik,62,25,0,0,0,0,0,0
4280,2021-11-12T00:00:00,Metro Maskematik,141,47,1,2,0,0,0,0
4281,2021-11-12T00:00:00,Eshot,317325,258135,5477,13031,214,136,20344,125001
4282,2021-11-12T00:00:00,İzmir Doğal Yaşam Parkı,32,13,0,0,0,0,0,1
4283,2021-11-12T00:00:00,Tramvay Konak,30934,21902,713,1250,63,6,1544,8478
4284,2021-11-12T00:00:00,Metro,128697,94550,2381,4347,422,12,6714,27444
4285,2021-11-12T00:00:00,İzban,127500,72039,2549,3483,513,9,5055,25922
4286,2021-11-12T00:00:00,Izdeniz,22781,9364,383,771,521,0,875,4585
4287,2021-11-12T00:00:00,İzdeniz Maskematik,57,20,1,1,0,0,0,0
4288,2021-11-12T00:00:00,NOSTALJİK TRAMVAY,40,14,2,0,0,0,0,0
4289,2021-11-12T00:00:00,BİSİM,9,18,0,0,0,0,0,0
4290,2021-11-12T00:00:00,Izulas,72921,56649,1135,2877,23,41,4040,30646
4291,2021-11-12T00:00:00,Seferihisar Mot. Taş. Kooperat,4045,2431,108,149,1,2,269,2262
4292,2021-11-12T00:00:00,İzmir BB - Atik Yönetimi DB,1119,1038,5,35,0,0,0,708
4293,2021-11-12T00:00:00,Tramvay Karşıyaka,10943,6945,217,507,22,1,276,4426
4294,2021-11-12T00:00:00,İBB Sebze ve Meyve Hali,150,0,0,0,0,0,0,0
4295,2021-11-13T00:00:00,Teleferik,133,65,4,0,0,0,0,0
4296,2021-11-13T00:00:00,Tramvay Karşıyaka,11548,7330,206,408,59,0,203,3263
4297,2021-11-13T00:00:00,Izulas,71405,37952,455,2583,38,25,3484,25617
4298,2021-11-13T00:00:00,Izdeniz,23692,10716,375,646,1465,7,333,3840
4299,2021-11-13T00:00:00,Seferihisar Mot. Taş. Kooperat,3828,1762,44,152,5,0,211,1799
4300,2021-11-13T00:00:00,Tramvay Konak,28073,17671,404,937,155,6,948,6220
4301,2021-11-13T00:00:00,İzdeniz Maskematik,59,9,1,0,0,0,0,0
4302,2021-11-13T00:00:00,NOSTALJİK TRAMVAY,103,47,1,1,0,0,1,0
4303,2021-11-13T00:00:00,İBB Sebze ve Meyve Hali,192,0,0,0,0,0,0,0
4304,2021-11-13T00:00:00,İzmir BB - Atik Yönetimi DB,1839,1243,21,33,0,0,0,654
4305,2021-11-13T00:00:00,İzban,101647,50181,1278,2542,240,7,3035,19430
4306,2021-11-13T00:00:00,İzmir Doğal Yaşam Parkı,208,65,5,5,0,0,0,22
4307,2021-11-13T00:00:00,Eshot,253668,141343,2196,9884,224,104,13878,91307
4308,2021-11-13T00:00:00,Metro Maskematik,206,41,1,3,0,0,0,0
4309,2021-11-13T00:00:00,BİSİM,12,20,0,0,0,0,0,0
4310,2021-11-13T00:00:00,Metro,106348,61390,1283,3486,670,11,3269,20452
4311,2021-11-14T00:00:00,Tramvay Konak,18645,12520,210,455,136,1,582,3711
4312,2021-11-14T00:00:00,İzmir BB - Atik Yönetimi DB,1832,1048,17,27,0,0,0,584
4313,2021-11-14T00:00:00,Teleferik,185,74,3,0,0,0,0,0
4314,2021-11-14T00:00:00,Metro,65686,43251,598,1728,579,7,1935,11881
4315,2021-11-14T00:00:00,Seferihisar Mot. Taş. Kooperat,3045,1371,30,120,2,2,160,1452
4316,2021-11-14T00:00:00,Izulas,49170,27792,239,1629,38,20,2384,19810
4317,2021-11-14T00:00:00,İzban,79123,40314,866,1834,273,3,2213,14923
4318,2021-11-14T00:00:00,Metro Maskematik,156,28,0,1,0,0,0,0
4319,2021-11-14T00:00:00,Tramvay Karşıyaka,9126,5883,132,249,66,0,152,2166
4320,2021-11-14T00:00:00,İzdeniz Maskematik,40,11,0,0,0,0,0,0
4321,2021-11-14T00:00:00,Izdeniz,18855,7862,215,301,1737,2,241,2313
4322,2021-11-14T00:00:00,İzmir Doğal Yaşam Parkı,614,184,16,4,0,0,0,18
4323,2021-11-14T00:00:00,İBB Sebze ve Meyve Hali,12,0,0,0,0,0,0,0
4324,2021-11-14T00:00:00,NOSTALJİK TRAMVAY,65,59,2,0,2,0,0,11
4325,2021-11-14T00:00:00,Eshot,182565,106755,1290,6704,266,92,9476,74700
4326,2021-11-14T00:00:00,BİSİM,19,13,0,0,0,0,0,0
4327,2021-11-15T00:00:00,Seferihisar Mot. Taş. Kooperat,4023,1986,45,151,5,0,257,1994
4328,2021-11-15T00:00:00,Tramvay Konak,31876,15924,537,1315,112,5,1508,8831
4329,2021-11-15T00:00:00,İBB Sebze ve Meyve Hali,211,0,0,0,0,0,0,0
4330,2021-11-15T00:00:00,İzmir Doğal Yaşam Parkı,144,66,10,1,0,0,0,4
4331,2021-11-15T00:00:00,İzban,125690,60641,1636,3472,784,5,4813,25891
4332,2021-11-15T00:00:00,Metro,129717,82480,1753,4458,556,16,6811,28621
4333,2021-11-15T00:00:00,BİSİM,18,4,0,0,0,0,0,0
4334,2021-11-15T00:00:00,Izulas,73265,38919,571,3057,23,42,4072,30323
4335,2021-11-15T00:00:00,Eshot,319006,184039,2829,12840,226,162,20359,127135
4336,2021-11-15T00:00:00,Metro Maskematik,167,67,2,6,0,0,0,0
4337,2021-11-15T00:00:00,İzmir BB - Atik Yönetimi DB,1250,883,18,21,0,0,0,677
4338,2021-11-15T00:00:00,Tramvay Karşıyaka,10924,6238,244,506,54,0,263,4202
4339,2021-11-15T00:00:00,Izdeniz,25666,9563,503,812,1306,5,831,4995
4340,2021-11-15T00:00:00,İzdeniz Maskematik,39,18,6,0,0,0,0,0
4341,2021-11-15T00:00:00,NOSTALJİK TRAMVAY,52,18,0,4,3,0,0,0
4342,2021-11-16T00:00:00,NOSTALJİK TRAMVAY,60,26,3,1,5,0,0,0
4343,2021-11-16T00:00:00,İzban,121322,59623,1564,3313,349,8,4791,24569
4344,2021-11-16T00:00:00,İzmir BB - Atik Yönetimi DB,1249,939,14,32,0,0,0,696
4345,2021-11-16T00:00:00,Izdeniz,26851,9943,594,905,1354,2,881,4943
4346,2021-11-16T00:00:00,BİSİM,9,7,3,0,0,0,0,0
4347,2021-11-16T00:00:00,Tramvay Konak,32358,16554,632,1346,96,14,1550,8605
4348,2021-11-16T00:00:00,İBB Sebze ve Meyve Hali,115,0,0,0,0,0,0,0
4349,2021-11-16T00:00:00,Eshot,317129,188973,2926,13115,227,156,20464,122141
4350,2021-11-16T00:00:00,Metro Maskematik,233,51,1,4,0,0,0,0
4351,2021-11-16T00:00:00,İzmir Doğal Yaşam Parkı,155,85,11,7,0,0,0,10
4352,2021-11-16T00:00:00,İzdeniz Maskematik,56,7,0,1,0,0,0,0
4353,2021-11-16T00:00:00,Izulas,73992,39648,533,2950,22,61,4296,30417
4354,2021-11-16T00:00:00,Seferihisar Mot. Taş. Kooperat,3989,2028,67,149,1,0,288,2013
4355,2021-11-16T00:00:00,Metro,132835,84946,1874,4742,628,16,6762,28109
4356,2021-11-16T00:00:00,Teleferik,94,40,3,2,0,0,0,0
4357,2021-11-16T00:00:00,İBB Bornova Buz Pisti,0,6,0,0,0,0,0,0
4358,2021-11-16T00:00:00,Tramvay Karşıyaka,11188,6110,238,521,69,0,241,4261
4359,2021-11-17T00:00:00,İBB Sebze ve Meyve Hali,121,0,0,0,0,0,0,0
4360,2021-11-17T00:00:00,Izulas,74095,39994,576,3001,28,43,4161,31438
4361,2021-11-17T00:00:00,İzdeniz Maskematik,45,20,1,0,0,0,0,0
4362,2021-11-17T00:00:00,İzban,128924,63022,1641,3427,411,13,4882,25785
4363,2021-11-17T00:00:00,Teleferik,87,48,0,0,0,0,0,0
4364,2021-11-17T00:00:00,İzmir Doğal Yaşam Parkı,175,72,13,4,0,0,0,15
4365,2021-11-17T00:00:00,İBB Bornova Buz Pisti,0,2,0,0,0,0,0,0
4366,2021-11-17T00:00:00,Seferihisar Mot. Taş. Kooperat,3942,1961,61,173,3,0,268,2070
4367,2021-11-17T00:00:00,Izdeniz,29276,11582,599,977,1460,3,878,5282
4368,2021-11-17T00:00:00,İzmir BB - Atik Yönetimi DB,1223,869,17,28,0,0,0,777
4369,2021-11-17T00:00:00,Tramvay Karşıyaka,16774,8554,477,791,91,1,316,7055
4370,2021-11-17T00:00:00,Metro,131287,84677,1811,4607,664,17,6520,27289
4371,2021-11-17T00:00:00,BİSİM,15,15,4,0,0,0,0,0
4372,2021-11-17T00:00:00,Metro Maskematik,166,59,0,4,0,0,0,0
4373,2021-11-17T00:00:00,NOSTALJİK TRAMVAY,65,27,2,1,0,0,0,0
4374,2021-11-17T00:00:00,Tramvay Konak,32344,17279,542,1347,113,6,1536,8947
4375,2021-11-17T00:00:00,Eshot,325606,192469,3207,13698,230,126,20074,130205
4376,2021-11-18T00:00:00,Izulas,72440,38957,520,2838,23,36,4288,28947
4377,2021-11-18T00:00:00,NOSTALJİK TRAMVAY,54,25,0,0,0,0,0,0
4378,2021-11-18T00:00:00,Izdeniz,24477,9273,475,863,1404,0,1123,4235
4379,2021-11-18T00:00:00,İzmir BB - Atik Yönetimi DB,933,654,9,24,0,0,0,695
4380,2021-11-18T00:00:00,İBB Sebze ve Meyve Hali,135,0,0,0,0,0,0,0
4381,2021-11-18T00:00:00,İBB Bornova Buz Pisti,0,2,0,0,0,0,0,0
4382,2021-11-18T00:00:00,Tramvay Konak,31246,16103,563,1261,96,9,2061,7889
4383,2021-11-18T00:00:00,Teleferik,66,30,4,1,0,0,0,0
4384,2021-11-18T00:00:00,İzdeniz Maskematik,73,17,0,2,0,0,0,0
4385,2021-11-18T00:00:00,İzban,120581,58140,1472,3165,409,6,4802,25069
4386,2021-11-18T00:00:00,BİSİM,7,9,1,0,0,0,0,0
4387,2021-11-18T00:00:00,Tramvay Karşıyaka,10992,5972,211,478,52,1,301,3800
4388,2021-11-18T00:00:00,Metro Maskematik,190,61,0,4,0,0,0,0
4389,2021-11-18T00:00:00,Eshot,310300,184841,2746,12842,209,129,20776,120479
4390,2021-11-18T00:00:00,Metro,131220,83604,1751,4544,614,14,7167,27965
4391,2021-11-18T00:00:00,Seferihisar Mot. Taş. Kooperat,3859,1995,64,162,4,0,276,1913
4392,2021-11-18T00:00:00,İzmir Doğal Yaşam Parkı,157,62,7,4,0,0,0,4
4393,2021-11-19T00:00:00,İzban,123321,59776,1591,3289,381,10,4587,24231
4394,2021-11-19T00:00:00,Seferihisar Mot. Taş. Kooperat,4066,1918,56,131,0,1,262,2185
4395,2021-11-19T00:00:00,İzmir BB - Atik Yönetimi DB,921,720,18,21,0,0,0,598
4396,2021-11-19T00:00:00,Tramvay Karşıyaka,11619,6688,240,587,75,0,251,4507
4397,2021-11-19T00:00:00,Metro Maskematik,143,53,0,6,0,0,0,0
4398,2021-11-19T00:00:00,Izdeniz,24703,10081,498,851,1365,4,843,4465
4399,2021-11-19T00:00:00,Teleferik,78,43,1,0,0,0,0,0
4400,2021-11-19T00:00:00,Izulas,72433,39080,501,2897,28,33,4045,30451
4401,2021-11-19T00:00:00,İzdeniz Maskematik,29,23,0,3,0,0,0,0
4402,2021-11-19T00:00:00,Eshot,309908,182814,2712,13042,217,119,19499,122804
4403,2021-11-19T00:00:00,Metro,126960,79728,1620,4418,425,17,6280,26343
4404,2021-11-19T00:00:00,BİSİM,6,9,0,0,0,0,0,0
4405,2021-11-19T00:00:00,İBB Bornova Buz Pisti,0,13,0,0,0,0,0,0
4406,2021-11-19T00:00:00,Tramvay Konak,32020,17641,540,1253,102,3,1481,7828
4407,2021-11-19T00:00:00,NOSTALJİK TRAMVAY,7,10,1,0,2,0,0,0
4408,2021-11-19T00:00:00,İzmir Doğal Yaşam Parkı,125,82,12,7,0,0,0,9
4409,2021-11-19T00:00:00,İBB Sebze ve Meyve Hali,171,0,0,0,0,0,0,0
4410,2021-11-20T00:00:00,İzban,103961,47452,1337,2497,336,0,3125,19460
4411,2021-11-20T00:00:00,Metro,102792,57928,1441,3469,656,4,3263,19730
4412,2021-11-20T00:00:00,İzmir Doğal Yaşam Parkı,207,90,4,1,0,0,0,10
4413,2021-11-20T00:00:00,NOSTALJİK TRAMVAY,68,32,0,0,0,0,0,3
4414,2021-11-20T00:00:00,Tramvay Konak,28737,17389,512,950,167,5,1084,6368
4415,2021-11-20T00:00:00,Teleferik,107,89,1,2,0,0,0,0
4416,2021-11-20T00:00:00,İBB Sebze ve Meyve Hali,187,0,0,0,0,0,0,0
4417,2021-11-20T00:00:00,Seferihisar Mot. Taş. Kooperat,3673,1499,39,125,11,0,200,1794
4418,2021-11-20T00:00:00,Metro Maskematik,132,33,0,4,0,0,0,0
4419,2021-11-20T00:00:00,İBB Bornova Buz Pisti,0,4,0,0,0,0,0,0
4420,2021-11-20T00:00:00,Eshot,250239,130561,2301,9839,245,128,14729,92044
4421,2021-11-20T00:00:00,İzmir BB - Atik Yönetimi DB,1450,907,17,28,0,0,0,652
4422,2021-11-20T00:00:00,Tramvay Karşıyaka,12118,7190,185,468,74,2,239,3701
4423,2021-11-20T00:00:00,İzdeniz Maskematik,60,15,0,1,0,0,0,0
4424,2021-11-20T00:00:00,BİSİM,8,11,0,0,0,0,0,0
4425,2021-11-20T00:00:00,Izulas,73827,38397,555,2765,53,22,4136,27195
4426,2021-11-20T00:00:00,Izdeniz,23435,10037,432,651,2000,2,320,3860
